date,open,high,low,close,volume
1962-03-21,12.7842,12.8190,12.7494,12.7958,256000
1962-03-22,12.7494,12.7494,12.6565,12.6565,240000
1962-03-23,12.6681,12.7261,12.6681,12.7029,184000
1962-03-26,12.7029,12.7494,12.6797,12.6971,131200
1962-03-27,12.6681,12.6681,12.4475,12.4591,347200
1962-03-28,12.4707,12.5636,12.4707,12.5287,328000
1962-03-29,12.5287,12.5868,12.4939,12.4939,227200
1962-03-30,12.4707,12.4707,12.3139,12.3720,435200
1962-04-02,12.3662,12.3662,12.2036,12.2036,371200
1962-04-03,12.1920,12.1920,11.7740,11.9017,912000
1962-04-04,11.9017,12.0062,11.8495,11.8495,648000
1962-04-05,11.9133,12.0991,11.9133,12.0991,912000
1962-04-06,12.0991,12.1920,12.0062,12.0875,432000
1962-04-09,12.0875,12.1572,12.0062,12.0991,16000
1962-04-10,12.0991,12.1456,12.0295,12.1456,256000
1962-04-11,12.1456,12.2385,11.9830,11.9830,528000
1962-04-12,11.9830,12.0062,11.8553,11.8553,400000
1962-04-13,11.8553,12.0295,11.8437,12.0295,627200
1962-04-16,12.0295,12.1107,11.8901,12.0178,507200
1962-04-17,12.0178,12.0759,11.9598,12.0759,299200
1962-04-18,12.0759,12.1804,12.0411,12.0527,424000
1962-04-19,12.0527,12.0991,12.0062,12.0527,387200
1962-04-23,12.0527,12.0643,11.9946,12.0411,312000
1962-04-24,12.0411,12.1165,12.0178,12.0295,456000
1962-04-25,12.0295,12.0759,11.9017,11.9017,459200
1962-04-26,11.8901,11.8901,11.5998,11.5998,928000
1962-04-27,11.5998,11.7276,11.1470,11.2747,1632000
1962-04-30,11.2747,11.3792,10.4503,10.5432,2344000
1962-05-01,10.5432,10.7870,9.9858,10.7290,5315200
1962-05-02,10.9148,11.2399,10.9148,10.9728,2555200
1962-05-03,10.9728,11.2399,10.8915,11.1992,1360000
1962-05-04,11.1992,11.2863,11.0889,11.2863,779200
1962-05-07,11.2863,11.3734,11.0367,11.0367,827200
1962-05-08,11.0220,11.0220,10.6709,10.6709,1032000
1962-05-09,10.6709,10.7696,10.4503,10.4735,1600000
1962-05-10,10.4735,10.6767,10.4271,10.5200,1907200
1962-05-11,10.5200,10.6825,10.3110,10.3574,1896000
1962-05-14,10.3574,10.5548,10.1774,10.5548,2728000
1962-05-15,10.5548,10.7522,10.4967,10.4967,1683200
1962-05-16,10.4967,10.6709,10.4967,10.6129,880000
1962-05-17,10.6129,10.6129,10.3806,10.4271,971200
1962-05-18,10.4271,10.4851,10.3458,10.4851,731200
1962-05-21,10.4851,10.4851,10.3574,10.4503,395200
1962-05-22,10.4387,10.4387,10.1020,10.1020,1000000
1962-05-23,10.1020,10.1716,9.6433,9.6433,2891200
1962-05-24,9.6433,9.8930,9.2427,9.2427,4152000
1962-05-25,9.2427,9.4517,9.0105,9.2543,4299200
1962-05-28,9.2195,9.2195,8.2441,8.3835,4320000
1962-05-29,8.4880,8.9873,8.4880,8.8944,3856000
1962-05-31,9.0569,9.2892,9.0569,9.1150,4128000
1962-06-01,9.0801,9.0801,8.8886,8.9408,2411200
1962-06-04,8.8247,8.8247,8.3602,8.3602,1811200
1962-06-05,8.3602,8.6854,8.1977,8.4562,3160000
1962-06-06,8.4562,8.7318,8.4067,8.4880,2880000
1962-06-07,8.5460,8.6854,8.5460,8.5925,1227200
1962-06-08,8.5983,8.7318,8.5983,8.6215,1168000
1962-06-11,8.6215,8.6389,8.3254,8.3370,1187200
1962-06-12,8.2441,8.2441,7.7825,7.7825,3328000
1962-06-13,7.7825,7.9655,7.4836,7.4924,4384000
1962-06-14,7.4924,7.7042,6.9669,7.1062,6675200
1962-06-15,7.1062,7.7681,6.9785,7.7448,6328000
1962-06-18,7.7448,7.8900,7.3733,7.6577,4768000
1962-06-19,7.6577,7.8029,7.5707,7.8029,2104000
1962-06-20,7.8029,7.9596,7.6171,7.6171,3059200
1962-06-21,7.5242,7.5242,7.3210,7.3326,3707200
1962-06-22,7.3326,7.4662,7.2107,7.4313,3371200
1962-06-25,7.4313,7.8029,7.3268,7.7216,3792000
1962-06-26,7.7216,7.8726,7.4313,7.4313,3227200
1962-06-27,7.4429,7.7332,7.4429,7.7332,2955200
1962-06-28,7.7855,8.0932,7.7855,7.9887,4083200
1962-06-29,7.9887,8.0700,7.8551,7.8784,2824000
1962-07-02,7.8784,8.1280,7.8609,8.1280,1392000
1962-07-03,8.1280,8.2151,8.0816,8.1628,2584000
1962-07-05,8.1628,8.1977,8.0990,8.1280,2016000
1962-07-06,8.0351,8.0351,7.9422,8.0119,1624000
1962-07-09,8.0119,8.1396,7.9190,8.1338,1888000
1962-07-10,8.2732,8.4009,8.2732,8.3312,3048000
1962-07-11,8.3312,8.6970,8.2964,8.6942,3312000
1962-07-12,8.7144,9.0511,8.7144,8.8015,3299200
1962-07-13,8.8015,8.8595,8.6505,8.7376,2104000
1962-07-16,8.7376,8.8828,8.6505,8.8828,1656000
1962-07-17,8.8828,8.9292,8.5925,8.5953,1707200
1962-07-18,8.5953,8.6389,8.4067,8.4822,2435200
1962-07-19,8.5286,8.7318,8.5286,8.5344,2195200
1962-07-20,8.5576,8.6854,8.5576,8.6389,675200
1962-07-23,8.6389,8.7550,8.6273,8.6621,840000
1962-07-24,8.6157,8.6157,8.4357,8.4357,888000
1962-07-25,8.4357,8.5576,8.3312,8.5344,1875200
1962-07-26,8.5751,8.6621,8.5751,8.5809,947200
1962-07-27,8.5809,8.7290,8.5751,8.7290,947200
1962-07-30,8.7841,8.9959,8.7841,8.9959,2848000
1962-07-31,8.9959,9.1382,8.9873,8.9873,2771200
1962-08-01,8.9640,8.9640,8.7376,8.7376,1216000
1962-08-02,8.7434,8.9582,8.7434,8.9582,1488000
1962-08-03,8.9582,8.9989,8.8711,8.9408,947200
1962-08-06,8.9408,8.9756,8.8131,8.8247,6603200
1962-08-07,8.8161,8.8161,8.6679,8.6679,915200
1962-08-08,8.6679,8.8944,8.6041,8.8653,1576000
1962-08-09,8.8595,8.8595,8.7116,8.7434,1288000
1962-08-10,8.7434,8.8189,8.7116,8.7260,976000
1962-08-13,8.7318,8.8189,8.7318,8.7957,1019200
1962-08-14,8.7957,8.9640,8.7813,8.9640,1896000
1962-08-15,8.9756,9.1556,8.9756,8.9756,2344000
1962-08-16,8.9756,9.1208,8.9582,8.9698,1272000
1962-08-17,8.9698,9.0918,8.9640,9.0453,888000
1962-08-20,9.0918,9.2253,9.0918,9.1440,1803200
1962-08-21,9.1440,9.2427,9.1034,9.1208,1296000
1962-08-22,9.1382,9.5562,9.1382,9.4982,3304000
1962-08-23,9.4982,9.6317,9.4575,9.5330,2920000
1962-08-24,9.5330,9.5446,9.4633,9.4982,1248000
1962-08-27,9.4982,9.5620,9.4633,9.4749,912000
1962-08-28,9.4691,9.4691,9.1382,9.1382,2747200
1962-08-29,9.1382,9.1963,9.0163,9.0801,2520000
1962-08-30,9.0801,9.1614,8.9873,9.0047,947200
1962-08-31,9.0221,9.2369,9.0221,9.2021,1227200
1962-09-04,9.2021,9.3240,8.9640,8.9989,1624000
1962-09-05,8.9989,9.1034,8.8595,8.8944,2248000
1962-09-06,8.8944,9.0307,8.8479,9.0105,1811200
1962-09-07,9.0105,9.0774,8.8769,8.8769,1320000
1962-09-10,8.8769,8.9815,8.7666,8.9234,1803200
1962-09-11,8.9234,9.0047,8.8479,8.8711,1539200
1962-09-12,8.8828,8.9756,8.8828,8.9088,1299200
1962-09-13,8.9088,8.9756,8.9032,8.9060,843200
1962-09-14,8.9060,9.0337,8.8944,9.0163,1091200
1962-09-17,9.0337,9.1905,9.0337,9.1730,1456000
1962-09-18,9.1730,9.2864,9.0918,9.1034,2280000
1962-09-19,9.1034,9.1382,8.9698,8.9698,1467200
1962-09-20,8.9698,9.0453,8.8769,8.8886,880000
1962-09-21,8.8828,8.8828,8.7202,8.7492,2136000
1962-09-24,8.6505,8.6505,8.4009,8.4067,2619200
1962-09-25,8.4067,8.5751,8.3370,8.5751,2440000
1962-09-26,8.5751,8.5867,8.2557,8.2557,2051200
1962-09-27,8.2557,8.3544,8.0932,8.1280,2880000
1962-09-28,8.1338,8.2790,8.1338,8.2093,1416000
1962-10-01,8.2093,8.2093,7.9016,7.9044,1848000
1962-10-02,7.9713,8.1570,7.9713,8.1368,2832000
1962-10-03,8.1368,8.2673,8.0583,8.0932,1800000
1962-10-04,8.0932,8.3138,8.0583,8.3080,1299200
1962-10-05,8.3080,8.4037,8.2499,8.3660,1739200
1962-10-08,8.3660,8.3951,8.3370,8.3544,635200
1962-10-09,8.3835,8.5344,8.3835,8.5054,1179200
1962-10-10,8.5054,8.6331,8.2964,8.3398,1811200
1962-10-11,8.3398,8.4415,8.2499,8.2673,1360000
1962-10-12,8.2673,8.2848,8.1745,8.2499,1035200
1962-10-15,8.2906,8.5228,8.2906,8.5228,928000
1962-10-16,8.5228,8.5576,8.3022,8.3022,1259200
1962-10-17,8.3022,8.4764,8.2557,8.3951,1379200
1962-10-18,8.3951,8.4531,8.2471,8.2471,976000
1962-10-19,8.2471,8.2673,8.0816,8.0846,2368000
1962-10-22,8.0089,8.0089,7.8668,7.9655,2739200
1962-10-23,7.9655,7.9655,7.6636,7.6636,2520000
1962-10-24,7.6636,7.8958,7.4778,7.8958,3688000
1962-10-25,7.8958,7.9074,7.7100,7.8609,2675200
1962-10-26,7.8261,7.8261,7.6461,7.6984,1547200
1962-10-29,7.8493,8.0061,7.8493,8.0003,3520000
1962-10-30,8.0003,8.1745,7.9218,8.1687,2643200
1962-10-31,8.1512,8.1512,7.9945,8.0351,1176000
1962-11-01,8.0351,8.1745,7.9422,8.1745,1992000
1962-11-02,8.1745,8.5897,8.0583,8.2964,3131200
1962-11-05,8.3428,8.4589,8.3428,8.3951,1728000
1962-11-07,8.3951,8.5112,8.2673,8.3893,1744000
1962-11-08,8.3893,8.4764,8.2499,8.2499,1272000
1962-11-09,8.2906,8.3951,8.2906,8.3893,1096000
1962-11-12,8.4880,8.6854,8.4880,8.6737,2171200
1962-11-13,8.6737,8.7202,8.5170,8.5170,2112000
1962-11-14,8.5286,8.7202,8.5286,8.6970,1840000
1962-11-15,8.6970,8.8101,8.6505,8.6505,2080000
1962-11-16,8.6505,8.7899,8.5692,8.7899,1499200
1962-11-19,8.7899,8.7899,8.6389,8.6389,936000
1962-11-20,8.6854,8.7871,8.6854,8.7404,1120000
1962-11-21,8.7404,8.8189,8.6970,8.7608,1595200
1962-11-23,8.7608,9.0105,8.7144,9.0105,2763200
1962-11-26,9.0105,9.1672,8.9756,9.0279,2139200
1962-11-27,9.0279,9.1905,8.9756,9.1672,1728000
1962-11-28,9.1847,9.3124,9.1847,9.2311,2656000
1962-11-29,9.2311,9.3124,9.2137,9.3124,1752000
1962-11-30,9.3124,9.3298,9.2253,9.2543,1299200
1962-12-03,9.1614,9.1614,9.0627,9.0918,1288000
1962-12-04,9.1150,9.3094,9.1150,9.2950,1755200
1962-12-05,9.2950,9.4285,9.2601,9.2601,2139200
1962-12-06,9.2601,9.3762,9.2427,9.2543,1384000
1962-12-07,9.2543,9.3530,9.2311,9.2311,1115200
1962-12-10,9.2311,9.3066,9.0337,9.0337,1475200
1962-12-11,9.0337,9.1150,8.9698,8.9989,1128000
1962-12-12,9.0453,9.1614,9.0453,9.1440,768000
1962-12-13,9.1440,9.1905,8.9989,9.0105,1120000
1962-12-14,9.0105,9.0743,8.9524,9.0453,995200
1962-12-17,9.0453,9.1034,8.9176,8.9408,904000
1962-12-18,8.9408,9.0163,8.8595,8.8769,875200
1962-12-19,8.8769,9.1150,8.8769,9.1062,963200
1962-12-20,9.1062,9.2195,9.1062,9.1062,1272000
1962-12-21,9.1062,9.1382,8.9466,8.9466,899200
1962-12-24,9.0077,9.1498,9.0077,9.1498,675200
1962-12-26,9.1498,9.2195,9.1092,9.1440,723200
1962-12-27,9.1440,9.1905,9.0453,9.0801,784000
1962-12-28,9.0801,9.1266,9.0685,9.1150,579200
1962-12-31,9.1150,9.1672,9.0453,9.0569,1048000
1963-01-02,9.0569,9.0569,8.9234,8.9350,2387200
1963-01-03,8.9524,9.2079,8.9524,9.2079,1120000
1963-01-04,9.2195,9.3066,9.2195,9.2195,1536000
1963-01-07,9.2195,9.3066,9.1266,9.1440,880000
1963-01-08,9.2195,9.3704,9.2195,9.3704,1803200
1963-01-09,9.3704,9.4633,9.3182,9.3762,1907200
1963-01-10,9.3995,9.4982,9.3995,9.4401,1547200
1963-01-11,9.4401,9.4691,9.3820,9.4691,1347200
1963-01-14,9.4691,9.6317,9.4691,9.6201,2472000
1963-01-15,9.6201,9.7072,9.5794,9.6375,2080000
1963-01-16,9.6259,9.6259,9.4517,9.4865,1264000
1963-01-17,9.5040,9.6317,9.5040,9.6085,1211200
1963-01-18,9.6085,9.6491,9.5330,9.5794,851200
1963-01-21,9.5794,9.6143,9.4865,9.6143,875200
1963-01-22,9.6143,9.7246,9.6143,9.6317,928000
1963-01-23,9.6317,9.6723,9.6027,9.6201,659200
1963-01-24,9.6201,9.7188,9.6143,9.6607,928000
1963-01-25,9.6607,9.7188,9.6143,9.7188,696000
1963-01-28,9.7478,9.8581,9.7478,9.8581,1587200
1963-01-29,9.8581,9.8581,9.7884,9.7943,736000
1963-01-30,9.7943,9.8059,9.7072,9.7420,720000
1963-01-31,9.7420,9.8465,9.7072,9.8407,995200
1963-02-01,9.8407,9.8667,9.8233,9.8407,539200
1963-02-04,9.8407,9.8523,9.7478,9.7594,627200
1963-02-05,9.7594,9.7943,9.6956,9.7768,760000
1963-02-06,9.7768,9.8407,9.7130,9.7130,699200
1963-02-07,9.7304,9.8117,9.7304,9.7304,648000
1963-02-08,9.7304,9.7884,9.7072,9.7536,600000
1963-02-11,9.7536,9.7710,9.7014,9.7014,456000
1963-02-12,9.7014,9.7188,9.5969,9.7188,912000
1963-02-13,9.7188,9.7536,9.6956,9.6956,627200
1963-02-14,9.6983,9.7710,9.6983,9.7014,840000
1963-02-15,9.7014,9.7478,9.6956,9.7246,568000
1963-02-18,9.7246,9.7420,9.7014,9.7044,448000
1963-02-19,9.7044,9.7130,9.6201,9.6259,760000
1963-02-20,9.6027,9.6027,9.5098,9.5446,899200
1963-02-21,9.5446,9.5446,9.4285,9.5272,840000
1963-02-25,9.5214,9.5214,9.3820,9.3820,603200
1963-02-26,9.3820,9.5040,9.3530,9.4459,808000
1963-02-27,9.4459,9.5009,9.4053,9.4111,435200
1963-02-28,9.4111,9.4169,9.2659,9.2833,1120000
1963-03-01,9.2833,9.3704,9.2253,9.2253,1024000
1963-03-04,9.2892,9.3937,9.2892,9.3704,747200
1963-03-05,9.3704,9.3704,9.3240,9.3298,456000
1963-03-06,9.3298,9.4023,9.2950,9.4023,419200
1963-03-07,9.4401,9.5156,9.4401,9.4924,720000
1963-03-08,9.4924,9.5156,9.4517,9.4865,395200
1963-03-11,9.4865,9.5388,9.4749,9.4807,483200
1963-03-12,9.4807,9.5156,9.4575,9.4749,347200
1963-03-13,9.4749,9.5272,9.4749,9.4924,456000
1963-03-14,9.4924,9.6027,9.4633,9.5214,587200
1963-03-15,9.5214,9.6085,9.4865,9.5969,507200
1963-03-18,9.5969,9.6491,9.5040,9.5098,459200
1963-03-19,9.5098,9.5446,9.4865,9.5214,408000
1963-03-20,9.5330,9.6433,9.5330,9.6143,491200
1963-03-21,9.6143,9.6375,9.5446,9.5504,792000
1963-03-22,9.5504,9.6317,9.5446,9.6201,424000
1963-03-25,9.6201,9.6491,9.6027,9.6027,480000
1963-03-26,9.6143,9.7072,9.6143,9.6665,808000
1963-03-27,9.7014,9.7768,9.7014,9.7768,843200
1963-03-28,9.7768,9.8291,9.7536,9.7710,819200
1963-03-29,9.7710,9.8059,9.7536,9.7768,480000
1963-04-01,9.7768,9.7943,9.7594,9.7768,675200
1963-04-02,9.7768,9.8059,9.6956,9.6956,555200
1963-04-03,9.7072,9.8175,9.7072,9.8059,515200
1963-04-04,9.8697,9.9831,9.8697,9.9596,1296000
1963-04-05,9.9800,10.2645,9.9800,10.2645,1595200
1963-04-08,10.3284,10.4677,10.3284,10.4415,1587200
1963-04-09,10.4415,10.4619,10.2877,10.3284,1235200
1963-04-10,10.3284,10.3516,10.1484,10.2731,928000
1963-04-11,10.2731,10.4387,10.2239,10.3632,1275200
1963-04-15,10.3632,10.4271,10.2877,10.3574,827200
1963-04-16,10.3574,10.3864,10.2819,10.2819,648000
1963-04-17,10.2819,10.3052,10.2065,10.2297,480000
1963-04-18,10.2297,10.3110,10.2297,10.2297,288000
1963-04-19,10.2877,10.4503,10.2877,10.4503,760000
1963-04-22,10.5200,10.6651,10.5200,10.6129,1128000
1963-04-23,10.6129,10.7058,10.5780,10.7058,840000
1963-04-24,10.7232,10.8335,10.7232,10.7406,851200
1963-04-25,10.7406,10.7986,10.6825,10.7901,696000
1963-04-26,10.7901,10.9148,10.7406,10.9148,635200
1963-04-29,10.9148,11.0193,10.8335,10.8799,520000
1963-04-30,10.8799,10.9380,10.7290,10.7696,867200
1963-05-01,10.7696,10.8799,10.7348,10.7986,600000
1963-05-02,10.8044,10.8973,10.8044,10.8857,363200
1963-05-03,10.8857,10.8887,10.8103,10.8103,304000
1963-05-06,10.7928,10.7928,10.6419,10.6419,587200
1963-05-07,10.6419,10.7348,10.6245,10.6890,539200
1963-05-08,10.7116,10.9148,10.7116,10.9148,736000
1963-05-09,10.9148,11.0425,10.9148,10.9264,1120000
1963-05-10,10.9264,11.0309,10.8625,11.0309,467200
1963-05-13,11.0251,11.0251,10.9206,10.9438,376000
1963-05-14,10.9438,10.9728,10.8915,10.9264,448000
1963-05-15,10.9264,10.9902,10.9264,10.9612,520000
1963-05-16,10.9612,11.0076,10.8915,10.9148,448000
1963-05-17,10.9148,11.0193,10.8277,10.8451,456000
1963-05-20,10.8451,10.8799,10.7464,10.7464,432000
1963-05-21,10.7464,10.8451,10.7290,10.8451,515200
1963-05-22,10.8451,11.0076,10.8103,10.8219,336000
1963-05-23,10.8219,10.8683,10.7870,10.7870,328000
1963-05-24,10.7870,10.8509,10.7290,10.7522,288000
1963-05-27,10.7406,10.7406,10.6361,10.6361,456000
1963-05-28,10.6767,10.7696,10.6767,10.6825,448000
1963-05-29,10.7522,10.9148,10.7522,10.9148,552000
1963-05-31,10.9612,11.1122,10.9612,11.0831,1067200
1963-06-03,11.0831,11.1180,10.9902,10.9902,843200
1963-06-04,10.9902,11.0831,10.9612,11.0076,579200
1963-06-05,11.0076,11.0541,10.9031,10.9148,491200
1963-06-06,10.9148,10.9612,10.8683,10.9148,288000
1963-06-07,10.9148,10.9264,10.8625,10.8741,360000
1963-06-10,10.8741,10.8741,10.7290,10.7348,659200
1963-06-11,10.7522,10.8625,10.7522,10.7986,275200
1963-06-12,10.7986,10.9031,10.7522,10.8741,552000
1963-06-13,10.8741,11.0076,10.7290,10.7638,448000
1963-06-14,10.7638,10.8161,10.7290,10.7580,336000
1963-06-17,10.7580,10.7638,10.6477,10.6651,424000
1963-06-18,10.6651,10.7638,10.6477,10.6477,528000
1963-06-19,10.6477,10.6767,10.6012,10.6129,648000
1963-06-20,10.6129,10.6129,10.4561,10.5606,1179200
1963-06-21,10.5664,10.6071,10.5664,10.5780,544000
1963-06-24,10.5780,10.6187,10.4271,10.4271,779200
1963-06-25,10.4271,10.5548,10.3574,10.3748,672000
1963-06-26,10.3748,10.3806,10.1890,10.1890,1240000
1963-06-27,10.1890,10.2703,10.0323,10.0845,1360000
1963-06-28,10.1136,10.1774,10.1136,10.1310,648000
1963-07-01,10.1310,10.1310,9.8930,9.9046,1488000
1963-07-02,9.9510,10.1832,9.9510,10.1832,1168000
1963-07-03,10.2007,10.2877,10.2007,10.2587,1024000
1963-07-05,10.2703,10.3342,10.2703,10.3342,448000
1963-07-08,10.3110,10.3110,10.1136,10.1252,600000
1963-07-09,10.1252,10.2935,10.0845,10.2383,648000
1963-07-10,10.2181,10.2181,10.1078,10.1484,640000
1963-07-11,10.1484,10.2181,10.0787,10.0787,611200
1963-07-12,10.0787,10.1368,10.0207,10.0207,568000
1963-07-15,10.0207,10.0787,9.9656,10.0439,808000
1963-07-16,10.0439,10.1194,10.0381,10.1078,792000
1963-07-17,10.1078,10.2065,10.0265,10.0555,808000
1963-07-18,10.0555,10.0962,9.9742,9.9742,904000
1963-07-19,9.9742,9.9975,9.9394,9.9684,707200
1963-07-22,9.9684,9.9975,9.9046,9.9394,600000
1963-07-23,9.9394,10.0439,9.9104,9.9104,840000
1963-07-24,9.9104,10.0091,9.8755,9.9510,627200
1963-07-25,9.9510,10.0323,9.9510,9.9626,544000
1963-07-26,9.9626,10.0323,9.9626,10.0207,387200
1963-07-29,10.0323,10.0671,10.0323,10.0555,328000
1963-07-30,10.1078,10.2877,10.1078,10.2877,1083200
1963-07-31,10.2877,10.4039,10.0903,10.0903,1139200
1963-08-01,10.0903,10.1542,9.9858,10.1020,976000
1963-08-02,10.1020,10.1484,10.0323,10.0323,360000
1963-08-05,10.0323,10.1658,10.0207,10.1658,400000
1963-08-06,10.1658,10.2645,10.1310,10.2587,816000
1963-08-07,10.2587,10.2587,10.1512,10.1512,528000
1963-08-08,10.1512,10.2529,10.0903,10.1948,507200
1963-08-09,10.1948,10.3226,10.1832,10.2994,672000
1963-08-12,10.3342,10.3922,10.3342,10.3458,816000
1963-08-13,10.3690,10.5548,10.3690,10.5490,1416000
1963-08-14,10.5490,10.6709,10.4619,10.6129,1320000
1963-08-15,10.6129,10.6593,10.5432,10.5432,875200
1963-08-16,10.5432,10.6129,10.5084,10.5084,432000
1963-08-19,10.5084,10.5664,10.4967,10.4967,304000
1963-08-20,10.4967,10.5432,10.3690,10.3690,480000
1963-08-21,10.3864,10.4503,10.3864,10.4213,280000
1963-08-22,10.4213,10.5084,10.3922,10.5084,491200
1963-08-23,10.5084,10.5432,10.4039,10.4155,435200
1963-08-26,10.4387,10.4909,10.4387,10.4503,371200
1963-08-27,10.4503,10.4619,10.2645,10.2645,555200
1963-08-28,10.2645,10.4039,10.2645,10.2994,627200
1963-08-29,10.2994,10.3806,10.2761,10.2761,544000
1963-08-30,10.2761,10.3342,10.2065,10.3284,672000
1963-09-03,10.3428,10.4909,10.3428,10.3922,816000
1963-09-04,10.4039,10.4967,10.4039,10.4039,867200
1963-09-05,10.4039,10.4967,10.3806,10.4619,576000
1963-09-06,10.4851,10.7406,10.4851,10.6477,1899200
1963-09-09,10.6477,10.7406,10.5664,10.6012,899200
1963-09-10,10.6012,10.7058,10.6012,10.6361,760000
1963-09-11,10.6361,10.7174,10.6129,10.6129,880000
1963-09-12,10.6129,10.6477,10.5548,10.6012,539200
1963-09-13,10.6012,10.6941,10.5780,10.5780,603200
1963-09-16,10.5780,10.6477,10.5664,10.5664,456000
1963-09-17,10.5664,10.6709,10.5664,10.5692,664000
1963-09-18,10.5692,10.6071,10.3922,10.4503,707200
1963-09-19,10.4533,10.5664,10.4533,10.5490,576000
1963-09-20,10.5490,10.6477,10.5432,10.6012,603200
1963-09-23,10.6012,10.6883,10.5432,10.5548,808000
1963-09-24,10.5664,10.7464,10.5664,10.7406,1096000
1963-09-25,10.7406,10.8915,10.6361,10.6361,2112000
1963-09-26,10.6361,10.6825,10.4561,10.4561,1659200
1963-09-27,10.4561,10.5142,10.3806,10.4155,939200
1963-09-30,10.4155,10.5084,10.3806,10.4967,640000
1963-10-01,10.4967,10.5780,10.4445,10.4445,640000
1963-10-02,10.4445,10.4735,10.4155,10.4329,339200
1963-10-03,10.4503,10.6303,10.4503,10.6129,376000
1963-10-04,10.6825,10.7986,10.6825,10.7174,1323200
1963-10-07,10.7174,10.9031,10.6825,10.9031,1091200
1963-10-08,10.9031,10.9554,10.7406,10.7406,1955200
1963-10-09,10.7406,10.8683,10.7116,10.7406,904000
1963-10-10,10.7406,10.8161,10.6941,10.8103,760000
1963-10-11,10.8103,10.9350,10.8103,10.8915,1096000
1963-10-14,10.8915,11.0541,10.8915,11.0541,1091200
1963-10-15,11.0831,11.1876,11.0831,11.1005,1480000
1963-10-16,11.1005,11.4024,11.1005,11.3850,1347200
1963-10-17,11.4315,11.5302,11.4315,11.4315,1848000
1963-10-18,11.4315,11.5069,11.4024,11.4895,760000
1963-10-21,11.4895,11.5766,11.4721,11.4721,880000
1963-10-22,11.4489,11.4489,11.2457,11.2863,1728000
1963-10-23,11.2863,11.3850,11.2167,11.2167,843200
1963-10-24,11.2631,11.3676,11.2631,11.2631,528000
